LAMMPS (23 Jun 2022 - Update 4)
# 3d vashishta

units		metal
atom_style	atomic

boundary        p p p


lattice		custom 1              a1 5.5392  0. 0.              a2 0.0 5.5392  0.0            a3 0.0 0.0 5.5392             basis 0.   0.   0.            basis 0.5  0.5  0.            basis 0.5  0.   0.5            basis 0.   0.5  0.5            basis 0.5  0.   0.             basis 0.   0.5  0.             basis 0.   0.   0.5             basis 0.5  0.5  0.5
Lattice spacing in x,y,z = 5.5392 5.5392 5.5392


region		caixa block 0 20 0 20 0 20
create_box	2 caixa
Created orthogonal box = (0 0 0) to (110.784 110.784 110.784)
  1 by 2 by 5 MPI processor grid
create_atoms	1 region caixa basis 1 1 basis 2 1 basis 3 1 basis 4 1             	  basis 5 2 basis 6 2 basis 7 2 basis 8 2
Created 64000 atoms
  using lattice units in orthogonal box = (0 0 0) to (110.784 110.784 110.784)
  create_atoms CPU = 0.002 seconds

mass		1 137.33
mass		2 15.9994

#velocity	all create 2100. 473204 dist gaussian
velocity        all create 100. 473204 dist gaussian

group		Ba type 1
32000 atoms in group Ba
group		O type 2
32000 atoms in group O

pair_style	table linear 50000
pair_coeff	1 1 Pot_BaO Vash_11
WARNING: 23463 of 50000 force values in table Vash_11 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:463)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_11 to re-computed values (../pair_table.cpp:471)
pair_coeff	1 2 Pot_BaO Vash_12
WARNING: 23576 of 50000 force values in table Vash_12 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:463)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_12 to re-computed values (../pair_table.cpp:471)
pair_coeff	2 2 Pot_BaO Vash_22
WARNING: 23794 of 50000 force values in table Vash_22 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:463)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_22 to re-computed values (../pair_table.cpp:471)

timestep	0.001   #1.0 fs

thermo		500         # intervalo para mostrar output instantaneos.

neighbor	2.0 bin
neigh_modify	every 8 delay 0 check yes

restart		1000 BaO-nvt.T2100

#fix		ensemble all nve
#fix		ensemble all nvt temp 300 300 0.1 iso 0.0 0.0 0.5 drag 2.0

#fix    ensemble all nvt temp 2100 2100 0.1

#fix    ensemble all nvt temp 3500 3500 0.05

# mudanca no ensemble NPT
fix ensemble all npt temp 100.0 100.0 1.0 iso 0.0 0.0 1000.0

run		10000000
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update every 8 steps, delay 0 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 11
  ghost atom cutoff = 11
  binsize = 5.5, bins = 21 21 21
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair table, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 8.384 | 9.056 | 9.533 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press          Volume    
         0   100           -243821.04      0             -242993.79      337.34086      1359662.5    
       500   52.906098     -243408.57      0             -242970.91      2262.0289      1359664.3    
      1000   50.786232     -243367.1       0             -242946.97      2510.7964      1359669.8    
      1500   54.643627     -243371.39      0             -242919.35      2510.3449      1359679.1    
      2000   56.136658     -243353.43      0             -242889.04      2583.8415      1359692.4    
      2500   58.253        -243338.45      0             -242856.55      2682.6942      1359709.6    
      3000   60.007911     -243318.62      0             -242822.2       2785.957       1359731.2    
      3500   62.620301     -243304.19      0             -242786.16      2873.4168      1359757      
      4000   64.699072     -243283.82      0             -242748.59      2968.6434      1359787.4    
      4500   66.874935     -243262.93      0             -242709.71      3071.0318      1359822.4    
      5000   69.340824     -243243.39      0             -242669.76      3177.8551      1359862.3    
      5500   72.094882     -243225.24      0             -242628.83      3272.2493      1359907.2    
      6000   74.838288     -243206.41      0             -242587.3       3359.0267      1359957.2    
      6500   77.92498      -243189.86      0             -242545.22      3427.9917      1360012.5    
      7000   80.1306       -243165.8       0             -242502.92      3565.6477      1360073.2    
      7500   82.161379     -243140.47      0             -242460.79      3661.3885      1360139.6    
      8000   84.601618     -243118.88      0             -242419.01      3766.2824      1360211.7    
      8500   88.294687     -243108.39      0             -242377.97      3797.095       1360289.6    
      9000   89.338457     -243077.32      0             -242338.26      3923.8702      1360373.6    
      9500   91.857856     -243060         0             -242300.11      3988.0727      1360463.7    
     10000   94.313073     -243044.37      0             -242264.16      4030.0607      1360560.1    
     10500   96.311831     -243027.68      0             -242230.94      4102.1186      1360662.7    
     11000   97.971822     -243011.74      0             -242201.26      4122.1928      1360771.7    
     11500   99.783392     -243001.27      0             -242175.81      4134.5382      1360887      
     12000   101.31513     -242993.79      0             -242155.66      4115.8849      1361008.8    
     12500   102.01465     -242985.97      0             -242142.06      4107.4483      1361136.8    
     13000   102.68912     -242985.83      0             -242136.33      4008.3494      1361271.2    
     13500   102.0168      -242983.24      0             -242139.3       3955.8121      1361411.7    
     14000   101.62501     -242990.64      0             -242149.95      3829.665       1361558.2    
     14500   100.03137     -242992.17      0             -242164.66      3739.1776      1361710.4    
     15000   99.88203      -243005.21      0             -242178.93      3574.7008      1361868.2    
     15500   99.067858     -243009.54      0             -242189.99      3457.1302      1362031.2    
     16000   98.5406       -243010.96      0             -242195.78      3365.3795      1362199.1    
     16500   98.347397     -243008.83      0             -242195.25      3260.5752      1362371.9    
     17000   98.418834     -243002.75      0             -242188.58      3209.4915      1362549.1    
     17500   99.428486     -243000.17      0             -242177.65      3127.4857      1362730.7    
     18000   99.832314     -242991.47      0             -242165.6       3091.3072      1362916.5    
     18500   100.89686     -242989.87      0             -242155.2       3008.913       1363106.2    
     19000   101.25152     -242986.27      0             -242148.66      2922.3409      1363299.8    
     19500   101.85216     -242989.73      0             -242147.15      2798.8939      1363496.8    
     20000   100.85721     -242985.43      0             -242151.08      2701.0632      1363697.1    
     20500   100.19374     -242987.94      0             -242159.08      2565.7456      1363900.4    
     21000   100.1476      -242997.37      0             -242168.9       2406.8959      1364106.3    
     21500   99.11036      -242997.77      0             -242177.88      2284.4563      1364314.5    
     22000   99.137782     -243004.07      0             -242183.95      2127.365       1364524.7    
     22500   98.733837     -243002.59      0             -242185.81      2019.2388      1364736.5    
     23000   99.135145     -243002.93      0             -242182.83      1914.3391      1364949.7    
     23500   99.141689     -242996.02      0             -242175.87      1830.4588      1365163.9    
     24000   99.960705     -242993.63      0             -242166.7       1740.6941      1365378.8    
     24500   100.78792     -242991.27      0             -242157.5       1640.6741      1365594.3    
     25000   100.92632     -242985.36      0             -242150.44      1557.4856      1365810.1    
     25500   100.69258     -242979.97      0             -242146.99      1459.7896      1366025.9    
     26000   100.78627     -242981.45      0             -242147.69      1354.3945      1366241.4    
     26500   100.73792     -242985.68      0             -242152.32      1219.256       1366456.3    
     27000   100.60986     -242991.73      0             -242159.44      1061.0986      1366670.4    
     27500   99.991718     -242994.26      0             -242167.08      914.03185      1366883.3    
     28000   99.768195     -242998.5       0             -242173.17      771.92475      1367094.7    
     28500   99.191767     -242996.83      0             -242176.26      678.83271      1367304.3    
     29000   99.190474     -242996.01      0             -242175.46      579.01767      1367512      
     29500   98.960076     -242989.59      0             -242170.94      497.52614      1367717.3    
     30000   99.325273     -242985.38      0             -242163.71      411.42905      1367920.2    
     30500   99.954621     -242982.44      0             -242155.56      296.86006      1368120.4    
     31000   100.72779     -242981.58      0             -242148.31      236.5772       1368317.8    
     31500   100.69372     -242976.48      0             -242143.49      126.39136      1368512.2    
     32000   100.68839     -242975.15      0             -242142.2       38.860842      1368703.5    
     32500   100.94384     -242979.4       0             -242144.34     -74.400746      1368891.5    
     33000   100.60262     -242981.68      0             -242149.44     -207.16224      1369076      
     33500   99.865388     -242982.02      0             -242155.88     -290.14625      1369256.8    
     34000   99.433568     -242984.44      0             -242161.88     -405.68612      1369433.8    
     34500   98.94731      -242984.37      0             -242165.83     -499.18705      1369606.9    
     35000   98.785979     -242984.03      0             -242166.82     -589.90066      1369775.8    
     35500   99.219376     -242985.14      0             -242164.35     -685.44714      1369940.6    
     36000   99.224038     -242979.84      0             -242159.01     -740.82594      1370101.1    
     36500   99.788579     -242977.52      0             -242152.01     -808.31833      1370257.3    
     37000   99.996408     -242972.22      0             -242144.99     -869.32832      1370409.1    
     37500   100.66843     -242972.33      0             -242139.55     -942.8782       1370556.6    
     38000   100.51449     -242968.39      0             -242136.88     -1005.5028      1370699.6    
     38500   101.1084      -242973.72      0             -242137.3      -1095.483       1370838.2    
     39000   100.60812     -242972.98      0             -242140.69     -1165.6275      1370972.4    
     39500   99.892495     -242972.39      0             -242146.03     -1244.7443      1371102      
     40000   99.415022     -242974.21      0             -242151.8      -1315.7264      1371227.1    
     40500   99.684186     -242981         0             -242156.36     -1416.5454      1371347.5    
     41000   98.891347     -242976.8       0             -242158.72     -1452.4874      1371463.4    
     41500   99.526404     -242981.36      0             -242158.03     -1545.7618      1371574.6    
     42000   99.691976     -242979.24      0             -242154.54     -1586.6128      1371681.3    
     42500   99.958392     -242975.77      0             -242148.86     -1636.341       1371783.3    
     43000   100.25502     -242971.87      0             -242142.51     -1654.8496      1371880.8    
     43500   100.69565     -242969.82      0             -242136.82     -1687.1884      1371973.8    
     44000   100.69208     -242966.12      0             -242133.14     -1707.5428      1372062.3    
     44500   101.18751     -242969.32      0             -242132.24     -1765.3552      1372146.5    
     45000   100.16625     -242962.85      0             -242134.22     -1776.6155      1372226.3    
     45500   100.23708     -242967.72      0             -242138.51     -1854.7826      1372301.8    
     46000   100.07361     -242971.73      0             -242143.87     -1901.8335      1372372.9    
     46500   99.544833     -242972.4       0             -242148.92     -1942.7751      1372439.7    
     47000   99.510377     -242975.47      0             -242152.27     -2005.7944      1372502.2    
     47500   99.158517     -242973.5       0             -242153.21     -2036.1475      1372560.4    
     48000   99.229538     -242972.27      0             -242151.4      -2047.159       1372614.3    
     48500   99.731586     -242972.24      0             -242147.21     -2057.1196      1372664.1    
     49000   99.562583     -242965.4       0             -242141.77     -2055.9505      1372709.7    
     49500   100.13552     -242964.61      0             -242136.24     -2078.4266      1372751.3    
     50000   100.38035     -242962.44      0             -242132.04     -2088.9213      1372788.9    
     50500   100.63488     -242962.57      0             -242130.06     -2097.3103      1372822.5    
     51000   100.72763     -242964.09      0             -242130.82     -2115.4154      1372852.3    
     51500   100.48813     -242965.33      0             -242134.04     -2144.8347      1372878.2    
     52000   100.0938      -242966.86      0             -242138.83     -2169.5629      1372900.4    
     52500   99.580762     -242967.73      0             -242143.95     -2182.8308      1372918.8    
     53000   99.517278     -242971.4       0             -242148.14     -2225.2196      1372933.3    
     53500   99.088432     -242970.12      0             -242150.41     -2221.5866      1372944.2    
     54000   99.363969     -242972.16      0             -242150.17     -2228.5444      1372951.4    
     54500   99.675377     -242972.04      0             -242147.48     -2228.7126      1372954.8    
     55000   100.00179     -242970.37      0             -242143.1      -2208.2649      1372954.8    
     55500   100.14711     -242966.52      0             -242138.05     -2180.1354      1372951.2    
     56000   100.65074     -242966.29      0             -242133.66     -2203.4869      1372944.1    
     56500   100.86774     -242965.35      0             -242130.92     -2153.0462      1372933.8    
     57000   100.42068     -242961.25      0             -242130.52     -2148.0813      1372920.1    
     57500   100.275       -242962.18      0             -242132.66     -2146.6388      1372903.1    
     58000   100.2813      -242966.26      0             -242136.68     -2168.4802      1372883      
     58500   100.06497     -242969.41      0             -242141.63     -2170.3432      1372859.7    
     59000   99.395433     -242968.53      0             -242146.28     -2162.6907      1372833.2    
     59500   99.210737     -242970.28      0             -242149.55     -2141.2408      1372803.6    
     60000   98.897967     -242968.82      0             -242150.68     -2136.5827      1372771      
     60500   99.480849     -242972.36      0             -242149.41     -2110.694       1372735.3    
     61000   99.707061     -242971         0             -242146.17     -2105.131       1372696.6    
     61500   99.880661     -242968.08      0             -242141.82     -2052.5624      1372655      
     62000   100.10103     -242965.51      0             -242137.42     -2009.7102      1372610.7    
     62500   100.16479     -242962.79      0             -242134.18     -1966.6601      1372563.6    
     63000   100.70019     -242965.88      0             -242132.84     -1960.6548      1372513.9    
     63500   100.72321     -242967.13      0             -242133.89     -1942.2279      1372461.6    
     64000   100.17039     -242965.81      0             -242137.14     -1894.3168      1372406.8    
     64500   100.40815     -242972.3       0             -242141.67     -1906.6429      1372349.6    
     65000   99.779186     -242971.88      0             -242146.45     -1863.1665      1372289.9    
     65500   99.505206     -242973.53      0             -242150.37     -1833.886       1372227.8    
     66000   99.319086     -242974.24      0             -242152.63     -1815.8846      1372163.4    
     66500   99.77656      -242977.99      0             -242152.59     -1794.4743      1372096.8    
     67000   99.590142     -242974.38      0             -242150.52     -1741.8013      1372028      
     67500   99.860532     -242972.96      0             -242146.86     -1694.6298      1371957      
     68000   99.887965     -242969.01      0             -242142.68     -1630.5631      1371884.1    
     68500   100.17859     -242967.86      0             -242139.13     -1574.3285      1371809.2    
     69000   100.3318      -242967.14      0             -242137.14     -1543.1462      1371732.5    
     69500   100.58332     -242969.32      0             -242137.25     -1514.896       1371654.1    
     70000   100.65        -242972.16      0             -242139.53     -1467.8506      1371574      
     70500   100.27427     -242973.01      0             -242143.49     -1427.4372      1371492.2    
     71000   100.40926     -242978.79      0             -242148.16     -1432.0586      1371409      
     71500   99.781028     -242977.87      0             -242152.43     -1390.2248      1371324.2    
     72000   99.51949      -242978.73      0             -242155.45     -1365.2074      1371238      
     72500   99.149433     -242976.72      0             -242156.51     -1286.3126      1371150.4    
     73000   99.366797     -242977.44      0             -242155.42     -1248.9241      1371061.6    
     73500   99.655396     -242977.03      0             -242152.63     -1206.4129      1370971.5    
     74000   99.788656     -242974.35      0             -242148.85     -1126.5296      1370880.4    
     74500   100.12099     -242973.38      0             -242145.12     -1053.7353      1370788.2    
     75000   100.12643     -242970.78      0             -242142.48     -1005.0279      1370695.2    
     75500   100.18673     -242970.37      0             -242141.58     -946.29591      1370601.3    
     76000   100.69686     -242975.8       0             -242142.79     -931.41722      1370506.8    
     76500   100.07218     -242973.79      0             -242145.94     -862.68723      1370411.6    
     77000   100.5166      -242981.74      0             -242150.22     -843.53036      1370315.8    
     77500   100.00926     -242982.01      0             -242154.68     -798.78578      1370219.6    
     78000   99.951388     -242985.14      0             -242158.29     -770.79546      1370122.9    
     78500   99.393065     -242982.47      0             -242160.24     -713.49068      1370025.9    
     79000   99.354888     -242982.22      0             -242160.3      -653.98331      1369928.5    
     79500   99.696663     -242983.12      0             -242158.38     -610.03754      1369831      
     80000   100.29823     -242984.85      0             -242155.13     -576.56338      1369733.3    
     80500   100.09852     -242979.48      0             -242151.41     -492.80316      1369635.6    
     81000   100.3864      -242978.74      0             -242148.29     -413.11897      1369538      
     81500   100.56882     -242978.5       0             -242146.54     -369.22214      1369440.6    
     82000   100.24444     -242975.98      0             -242146.71     -293.81868      1369343.4    
     82500   100.27475     -242978.35      0             -242148.82     -286.93959      1369246.6    
     83000   100.37965     -242982.87      0             -242152.47     -257.4886       1369150.2    
     83500   100.01611     -242984.14      0             -242156.75     -207.03732      1369054.4    
     84000   99.848195     -242986.62      0             -242160.62     -164.24044      1368959      
     84500   99.614956     -242987.38      0             -242163.31     -124.52604      1368864.2    
     85000   99.255207     -242985.32      0             -242164.23     -39.608647      1368770.1    
     85500   99.680434     -242987.73      0             -242163.12     -29.115129      1368676.7    
     86000   99.816992     -242986.2       0             -242160.46      41.354529      1368584.1    
     86500   99.640731     -242981.27      0             -242156.99      108.68905      1368492.4    
     87000   99.969091     -242980.52      0             -242153.52      169.83826      1368401.7    
     87500   100.34158     -242981.16      0             -242151.08      205.26435      1368312      
     88000   100.24347     -242979.64      0             -242150.37      289.61414      1368223.5    
     88500   100.19922     -242980.39      0             -242151.49      309.94939      1368136.2    
     89000   100.68012     -242987.31      0             -242154.43      329.74962      1368050.1    
     89500   100.26923     -242987.8       0             -242158.32      371.10198      1367965.3    
     90000   99.598692     -242986.25      0             -242162.32      426.30052      1367881.9    
     90500   99.125044     -242985.5       0             -242165.48      475.1688       1367799.9    
     91000   99.436449     -242989.79      0             -242167.2       480.0648       1367719.3    
     91500   99.654145     -242991.31      0             -242166.92      513.39658      1367640.2    
     92000   99.528372     -242988.36      0             -242165         582.37616      1367562.6    
     92500   99.942491     -242988.56      0             -242161.79      609.77428      1367486.6    
     93000   100.43313     -242989.02      0             -242158.19      655.58172      1367412.3    
     93500   99.862383     -242981.33      0             -242155.21      744.92413      1367339.7    
     94000   100.62687     -242985.97      0             -242153.53      761.69035      1367268.9    
     94500   100.44801     -242984.65      0             -242153.7       810.53777      1367199.9    
     95000   100.22809     -242984.78      0             -242155.65      843.24152      1367132.8    
     95500   99.832695     -242984.81      0             -242158.94      879.13106      1367067.6    
